is_dater_male,dater_age,dated_age,age_difference,dater_race,dated_race,are_same_race,same_race_importance_for_dater,same_religion_importance_for_dater,attractiveness_importance_for_dated,sincerity_importance_for_dated,intelligence_importance_for_dated,humor_importance_for_dated,ambition_importance_for_dated,shared_interests_importance_for_dated,attractiveness_score_of_dater_from_dated,sincerity_score_of_dater_from_dated,intelligence_score_of_dater_from_dated,humor_score_of_dater_from_dated,ambition_score_of_dater_from_dated,shared_interests_score_of_dater_from_dated,attractiveness_importance_for_dater,sincerity_importance_for_dater,intelligence_importance_for_dater,humor_importance_for_dater,ambition_importance_for_dater,shared_interests_importance_for_dater,self_reported_attractiveness_of_dater,self_reported_sincerity_of_dater,self_reported_intelligence_of_dater,self_reported_humor_of_dater,self_reported_ambition_of_dater,reported_attractiveness_of_dated_from_dater,reported_sincerity_of_dated_from_dater,reported_intelligence_of_dated_from_dater,reported_humor_of_dated_from_dater,reported_ambition_of_dated_from_dater,reported_shared_interests_of_dated_from_dater,dater_interest_in_sports,dater_interest_in_tvsports,dater_interest_in_exercise,dater_interest_in_dining,dater_interest_in_museums,dater_interest_in_art,dater_interest_in_hiking,dater_interest_in_gaming,dater_interest_in_clubbing,dater_interest_in_reading,dater_interest_in_tv,dater_interest_in_theater,dater_interest_in_movies,dater_interest_in_concerts,dater_interest_in_music,dater_interest_in_shopping,dater_interest_in_yoga,interests_correlation,expected_satisfaction_of_dater,expected_number_of_likes_of_dater_from_20_people,expected_number_of_dates_for_dater,dater_liked_dated,probability_dated_wants_to_date,already_met_before,dater_wants_to_date,dated_wants_to_date,is_match
False,23,21,2,'Asian/Pacific Islander/Asian-American',caucasian,False,4.0,1.0,19.0,24.0,21.0,23.0,5.0,8.0,7.0,8.0,8.0,6.0,6.0,2.0,15.0,21.0,18.0,18.0,10.0,18.0,5.0,8.0,5.0,7.0,5.0,6.0,7.0,8.0,7.0,8.0,6.0,8.0,9.0,6.0,5.0,8.0,9.0,6.0,3.0,1.0,10.0,6.0,7.0,8.0,7.0,6.0,4.0,1.0,0.23,5.0,0,2,6.0,0.0,True,True,False,0
False,23,24,1,'Asian/Pacific Islander/Asian-American',caucasian,False,4.0,1.0,10.0,20.0,35.0,20.0,0.0,15.0,6.0,8.0,7.0,6.0,5.0,3.0,15.0,21.0,18.0,18.0,10.0,18.0,5.0,8.0,5.0,7.0,5.0,7.0,7.0,6.0,6.0,4.0,5.0,8.0,9.0,6.0,5.0,8.0,9.0,6.0,3.0,1.0,10.0,6.0,7.0,8.0,7.0,6.0,4.0,1.0,0.52,5.0,0,2,7.0,2.0,True,True,False,0
False,23,25,2,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',True,4.0,1.0,15.0,10.0,30.0,10.0,5.0,30.0,7.0,10.0,8.0,6.0,8.0,3.0,15.0,21.0,18.0,18.0,10.0,18.0,5.0,8.0,5.0,7.0,5.0,6.0,7.0,7.0,5.0,6.0,7.0,8.0,9.0,6.0,5.0,8.0,9.0,6.0,3.0,1.0,10.0,6.0,7.0,8.0,7.0,6.0,4.0,1.0,0.4,5.0,0,2,7.0,2.0,True,True,True,1
False,23,27,4,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',True,4.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,3.0,8.0,5.0,4.0,5.0,7.0,15.0,21.0,18.0,18.0,10.0,18.0,5.0,8.0,5.0,7.0,5.0,6.0,9.0,7.0,6.0,6.0,8.0,8.0,9.0,6.0,5.0,8.0,9.0,6.0,3.0,1.0,10.0,6.0,7.0,8.0,7.0,6.0,4.0,1.0,0.74,5.0,0,2,5.0,4.0,True,False,False,0
False,29,28,1,caucasian,'Asian/Pacific Islander/Asian-American',False,1.0,2.0,20.0,20.0,20.0,10.0,10.0,20.0,9.0,8.0,8.0,6.0,7.0,7.0,10.0,20.0,20.0,20.0,20.0,10.0,9.0,10.0,9.0,9.0,9.0,4.0,3.0,9.0,3.0,8.0,5.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,0.64,5.0,6,3,3.0,3.0,True,False,False,0
False,29,26,3,caucasian,caucasian,True,1.0,2.0,18.0,18.0,18.0,19.0,13.0,14.0,6.0,6.0,7.0,7.0,4.0,5.0,10.0,20.0,20.0,20.0,20.0,10.0,9.0,10.0,9.0,9.0,9.0,4.0,8.0,9.0,4.0,8.0,3.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,-0.23,5.0,6,3,4.0,5.0,True,False,True,0
False,29,29,0,caucasian,caucasian,True,1.0,2.0,50.0,7.0,20.0,23.0,0.0,0.0,8.0,7.0,8.0,6.0,8.0,9.0,10.0,20.0,20.0,20.0,20.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,10.0,8.0,9.0,10.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,0.17,5.0,6,3,9.0,8.0,True,True,True,1
False,29,28,1,caucasian,caucasian,True,1.0,2.0,30.0,30.0,20.0,10.0,10.0,0.0,6.0,7.0,8.0,5.0,7.0,7.0,10.0,20.0,20.0,20.0,20.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,9.0,10.0,9.0,9.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,0.59,5.0,6,3,9.0,9.0,True,True,True,1
False,29,30,1,caucasian,other,False,1.0,2.0,20.0,25.0,25.0,15.0,5.0,10.0,9.0,8.0,8.0,7.0,6.0,6.0,10.0,20.0,20.0,20.0,20.0,10.0,9.0,10.0,9.0,9.0,9.0,6.0,8.0,9.0,4.0,9.0,5.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,0.54,5.0,6,3,6.0,6.0,True,False,False,0
False,29,32,3,caucasian,caucasian,True,1.0,2.0,30.0,10.0,30.0,20.0,10.0,0.0,7.0,8.0,8.0,6.0,8.0,7.0,10.0,20.0,20.0,20.0,20.0,10.0,9.0,10.0,9.0,9.0,9.0,4.0,8.0,9.0,7.0,8.0,6.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,0.12,5.0,6,3,7.0,5.0,True,False,True,0
False,29,26,3,caucasian,caucasian,True,1.0,2.0,40.0,5.0,20.0,10.0,10.0,15.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,20.0,20.0,20.0,20.0,10.0,9.0,10.0,9.0,9.0,9.0,8.0,7.0,8.0,5.0,8.0,5.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,0.2,5.0,6,3,5.0,3.0,True,False,False,0
False,29,27,2,caucasian,caucasian,True,1.0,2.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,6.0,6.0,6.0,6.0,10.0,20.0,20.0,20.0,20.0,10.0,9.0,10.0,9.0,9.0,9.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,0.8,5.0,6,3,6.0,5.0,True,False,True,0
False,29,25,4,caucasian,'Black/African American',False,1.0,2.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,8.0,7.0,6.0,6.0,10.0,20.0,20.0,20.0,20.0,10.0,9.0,10.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,8.0,8.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,0.03,5.0,6,3,7.0,6.0,True,True,True,1
False,29,21,8,caucasian,caucasian,True,1.0,2.0,19.0,24.0,21.0,23.0,5.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,10.0,20.0,20.0,20.0,20.0,10.0,9.0,10.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,9.0,9.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,0.8,5.0,6,3,8.0,8.0,True,True,True,1
False,29,24,5,caucasian,caucasian,True,1.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,8.0,7.0,6.0,6.0,8.0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,9.0,10.0,9.0,9.0,9.0,8.0,9.0,10.0,9.0,8.0,9.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,0.72,5.0,6,3,8.0,9.0,True,True,False,0
False,29,25,4,caucasian,'Asian/Pacific Islander/Asian-American',False,1.0,2.0,15.0,10.0,30.0,10.0,5.0,30.0,9.0,10.0,8.0,6.0,8.0,3.0,10.0,20.0,20.0,20.0,20.0,10.0,9.0,10.0,9.0,9.0,9.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,0.6,5.0,6,3,7.0,8.0,True,True,True,1
False,29,27,2,caucasian,'Asian/Pacific Islander/Asian-American',False,1.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,6.0,6.0,3.0,4.0,4.0,10.0,20.0,20.0,20.0,20.0,10.0,9.0,10.0,9.0,9.0,9.0,6.0,7.0,8.0,7.0,8.0,5.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,0.5,5.0,6,3,6.0,5.0,True,False,False,0
True,28,22,6,'Asian/Pacific Islander/Asian-American',caucasian,False,6.0,8.0,15.0,20.0,20.0,20.0,15.0,10.0,4.0,7.0,8.0,10.0,7.0,7.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,9.0,7.0,8.0,8.0,7.0,7.0,7.0,5.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,0.56,5.0,2,4,7.0,7.0,True,True,True,1
True,28,23,5,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',False,6.0,8.0,10.0,25.0,20.0,10.0,20.0,15.0,4.0,2.0,9.0,2.0,10.0,2.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,9.0,7.0,7.0,5.0,6.0,6.0,5.0,3.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,0.69,5.0,2,4,5.0,3.0,True,False,False,0
True,28,26,2,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',True,6.0,8.0,10.0,20.0,15.0,20.0,20.0,15.0,5.0,6.0,7.0,6.0,9.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,9.0,7.0,7.0,7.0,8.0,8.0,6.0,9.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,0.27,5.0,2,4,8.0,6.0,True,False,False,0
True,28,28,0,'Asian/Pacific Islander/Asian-American',caucasian,False,6.0,8.0,10.0,10.0,20.0,20.0,20.0,20.0,2.0,10.0,10.0,8.0,10.0,6.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,9.0,7.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,0.6,5.0,2,4,8.0,6.0,True,True,False,0
True,28,25,3,'Asian/Pacific Islander/Asian-American',other,False,6.0,8.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,10.0,9.0,8.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,9.0,7.0,9.0,9.0,8.0,8.0,6.0,6.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,0.29,5.0,2,4,8.0,7.0,True,True,True,1
True,28,35,7,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',False,6.0,8.0,10.0,32.0,20.0,12.0,11.0,15.0,4.0,6.0,7.0,6.0,9.0,8.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,0.54,5.0,2,4,6.0,5.0,True,True,False,0
True,28,32,4,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',False,6.0,8.0,30.0,30.0,30.0,5.0,0.0,5.0,1.0,5.0,0.0,10.0,0.0,3.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,9.0,7.0,6.0,7.0,6.0,6.0,6.0,5.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,0.65,5.0,2,4,5.0,5.0,True,False,False,0
True,28,30,2,'Asian/Pacific Islander/Asian-American',caucasian,False,6.0,8.0,20.0,25.0,15.0,15.0,15.0,10.0,4.0,1.0,4.0,1.0,10.0,1.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,0.3,5.0,2,4,5.0,5.0,True,False,False,0
True,28,23,5,'Asian/Pacific Islander/Asian-American',caucasian,False,6.0,8.0,15.0,15.0,20.0,15.0,15.0,20.0,2.0,3.0,2.0,1.0,1.0,1.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,0.69,5.0,2,4,6.0,7.0,True,False,False,0
True,28,23,5,'Asian/Pacific Islander/Asian-American',caucasian,False,6.0,8.0,15.0,15.0,20.0,15.0,20.0,15.0,1.0,2.0,10.0,1.0,10.0,4.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,9.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,0.73,5.0,2,4,5.0,5.0,True,False,False,0
True,28,27,1,'Asian/Pacific Islander/Asian-American',caucasian,False,6.0,8.0,25.0,15.0,20.0,20.0,20.0,0.0,6.0,9.0,8.0,5.0,7.0,6.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,9.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,0.18,5.0,2,4,5.0,5.0,True,False,False,0
True,28,23,5,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',True,6.0,8.0,15.0,21.0,18.0,18.0,10.0,18.0,0.0,5.0,5.0,0.0,9.0,0.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,9.0,7.0,5.0,6.0,9.0,3.0,3.0,3.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,0.37,5.0,2,4,3.0,3.0,True,False,False,0
True,28,29,1,'Asian/Pacific Islander/Asian-American',caucasian,False,6.0,8.0,10.0,20.0,20.0,20.0,20.0,10.0,4.0,3.0,9.0,3.0,8.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,9.0,7.0,9.0,8.0,8.0,6.0,7.0,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,0.64,5.0,2,4,6.0,5.0,True,False,False,0
True,28,29,1,'Asian/Pacific Islander/Asian-American',caucasian,False,6.0,8.0,14.0,20.0,18.0,24.0,18.0,6.0,6.0,6.0,7.0,7.0,8.0,6.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,9.0,9.0,7.0,7.0,9.0,9.0,8.0,6.0,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,0.27,5.0,2,4,7.0,5.0,True,True,False,0
True,26,22,4,caucasian,caucasian,True,7.0,5.0,15.0,20.0,20.0,20.0,15.0,10.0,4.0,6.0,6.0,6.0,5.0,7.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,4.0,6.0,5.0,6.0,5.0,5.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,7.0,9.0,5.0,10.0,8.0,10.0,3.0,3.0,-0.2,6.0,6,2,4.0,4.0,True,False,False,0
True,26,23,3,caucasian,'Latino/Hispanic American',False,7.0,5.0,10.0,25.0,20.0,10.0,20.0,15.0,2.0,4.0,9.0,4.0,9.0,6.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,5.0,6.0,7.0,4.0,4.0,6.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,7.0,9.0,5.0,10.0,8.0,10.0,3.0,3.0,-0.16,6.0,6,2,4.0,3.0,True,False,False,0
True,26,26,0,caucasian,'Asian/Pacific Islander/Asian-American',False,7.0,5.0,10.0,20.0,15.0,20.0,20.0,15.0,5.0,6.0,6.0,5.0,5.0,4.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,4.0,7.0,7.0,6.0,5.0,5.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,7.0,9.0,5.0,10.0,8.0,10.0,3.0,3.0,-0.04,6.0,6,2,5.0,3.0,True,False,False,0
True,26,27,1,caucasian,'Asian/Pacific Islander/Asian-American',False,7.0,5.0,10.0,20.0,20.0,10.0,20.0,20.0,7.0,9.0,9.0,8.0,9.0,8.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,5.0,8.0,7.0,5.0,6.0,4.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,7.0,9.0,5.0,10.0,8.0,10.0,3.0,3.0,0.31,6.0,6,2,5.0,3.0,True,False,False,0
True,26,28,2,caucasian,caucasian,True,7.0,5.0,10.0,10.0,20.0,20.0,20.0,20.0,3.0,7.0,7.0,5.0,7.0,6.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,6.0,6.0,6.0,8.0,6.0,7.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,7.0,9.0,5.0,10.0,8.0,10.0,3.0,3.0,-0.21,6.0,6,2,6.0,5.0,True,True,False,0
True,26,25,1,caucasian,other,False,7.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,4.0,8.0,7.0,5.0,7.0,4.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,4.0,6.0,5.0,6.0,5.0,4.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,7.0,9.0,5.0,10.0,8.0,10.0,3.0,3.0,-0.25,6.0,6,2,4.0,6.0,True,False,False,0
True,26,35,9,caucasian,'Latino/Hispanic American',False,7.0,5.0,10.0,32.0,20.0,12.0,11.0,15.0,5.0,6.0,8.0,7.0,8.0,8.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,7.0,7.0,8.0,6.0,7.0,5.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,7.0,9.0,5.0,10.0,8.0,10.0,3.0,3.0,0.03,6.0,6,2,6.0,5.0,True,True,False,0
True,26,32,6,caucasian,'Latino/Hispanic American',False,7.0,5.0,30.0,30.0,30.0,5.0,0.0,5.0,5.0,8.0,7.0,5.0,5.0,4.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,5.0,7.0,6.0,6.0,6.0,4.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,7.0,9.0,5.0,10.0,8.0,10.0,3.0,3.0,-0.03,6.0,6,2,5.0,4.0,True,False,False,0
True,26,30,4,caucasian,caucasian,True,7.0,5.0,20.0,25.0,15.0,15.0,15.0,10.0,5.0,6.0,7.0,5.0,6.0,2.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,5.0,7.0,6.0,6.0,5.0,6.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,7.0,9.0,5.0,10.0,8.0,10.0,3.0,3.0,-0.37,6.0,6,2,5.0,3.0,True,False,False,0
True,26,22,4,caucasian,caucasian,True,7.0,5.0,15.0,20.0,20.0,20.0,5.0,20.0,6.0,8.0,6.0,7.0,7.0,6.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,8.0,8.0,8.0,9.0,6.0,9.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,7.0,9.0,5.0,10.0,8.0,10.0,3.0,3.0,0.3,6.0,6,2,9.0,8.0,True,True,False,0
True,26,23,3,caucasian,caucasian,True,7.0,5.0,15.0,15.0,20.0,15.0,15.0,20.0,2.0,2.0,2.0,2.0,2.0,1.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,7.0,9.0,5.0,10.0,8.0,10.0,3.0,3.0,0.21,6.0,6,2,6.0,4.0,True,False,False,0
True,26,23,3,caucasian,caucasian,True,7.0,5.0,15.0,15.0,20.0,15.0,20.0,15.0,2.0,10.0,10.0,2.0,10.0,5.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,7.0,9.0,5.0,10.0,8.0,10.0,3.0,3.0,0.3,6.0,6,2,7.0,6.0,True,True,False,0
True,26,27,1,caucasian,caucasian,True,7.0,5.0,25.0,15.0,20.0,20.0,20.0,0.0,6.0,9.0,8.0,7.0,7.0,6.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,3.0,5.0,6.0,4.0,6.0,3.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,7.0,9.0,5.0,10.0,8.0,10.0,3.0,3.0,-0.31,6.0,6,2,2.0,1.0,True,False,False,0
True,26,23,3,caucasian,'Asian/Pacific Islander/Asian-American',False,7.0,5.0,15.0,21.0,18.0,18.0,10.0,18.0,8.0,8.0,7.0,8.0,6.0,4.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,3.0,8.0,5.0,4.0,5.0,4.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,7.0,9.0,5.0,10.0,8.0,10.0,3.0,3.0,0.32,6.0,6,2,3.0,2.0,True,False,True,0
True,26,29,3,caucasian,caucasian,True,7.0,5.0,10.0,20.0,20.0,20.0,20.0,10.0,4.0,8.0,9.0,4.0,8.0,3.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,6.0,6.0,7.0,7.0,4.0,5.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,7.0,9.0,5.0,10.0,8.0,10.0,3.0,3.0,-0.23,6.0,6,2,6.0,4.0,True,True,False,0
True,26,29,3,caucasian,caucasian,True,7.0,5.0,14.0,20.0,18.0,24.0,18.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,9.0,8.0,10.0,7.0,5.0,7.0,7.0,8.0,5.0,6.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,7.0,9.0,5.0,10.0,8.0,10.0,3.0,3.0,-0.57,6.0,6,2,6.0,5.0,True,True,True,1
True,26,26,0,'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',False,3.0,6.0,10.0,20.0,15.0,20.0,20.0,15.0,7.0,7.0,7.0,5.0,5.0,5.0,10.0,20.0,20.0,22.0,6.0,22.0,7.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,5.0,8.0,7.0,10.0,10.0,8.0,10.0,6.0,8.0,8.0,3.0,8.0,9.0,8.0,7.0,7.0,3.0,0.49,7.0,3,4,9.0,8.0,True,True,False,0
True,26,32,6,'Latino/Hispanic American','Latino/Hispanic American',True,3.0,6.0,30.0,30.0,30.0,5.0,0.0,5.0,5.0,8.0,8.0,6.0,6.0,5.0,10.0,20.0,20.0,22.0,6.0,22.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,8.0,8.0,8.0,8.0,5.0,8.0,7.0,10.0,10.0,8.0,10.0,6.0,8.0,8.0,3.0,8.0,9.0,8.0,7.0,7.0,3.0,0.44,7.0,3,4,8.0,7.0,True,True,False,0
True,26,25,1,'Latino/Hispanic American',other,False,3.0,6.0,15.0,3.0,50.0,20.0,2.0,10.0,4.0,6.0,6.0,6.0,6.0,5.0,10.0,20.0,20.0,22.0,6.0,22.0,7.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,5.0,8.0,7.0,10.0,10.0,8.0,10.0,6.0,8.0,8.0,3.0,8.0,9.0,8.0,7.0,7.0,3.0,0.28,7.0,3,4,8.0,7.0,True,True,False,0
True,28,22,6,caucasian,caucasian,True,1.0,1.0,15.0,20.0,20.0,20.0,15.0,10.0,10.0,7.0,8.0,7.0,9.0,9.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.55,8.0,18,10,8.0,9.0,True,True,True,1
True,28,26,2,caucasian,'Asian/Pacific Islander/Asian-American',False,1.0,1.0,10.0,20.0,15.0,20.0,20.0,15.0,7.0,7.0,7.0,7.0,7.0,7.0,30.0,30.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,8.0,6.0,7.0,8.0,8.0,8.0,9.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,0.9,8.0,18,10,8.0,9.0,True,True,False,0
